text,airline_sentiment,label
thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,negative,0
I know your policy. Just asking for a little kindness due to extenuating circumstances.,negative,0
"really American Airlines , service is Las Vegas is shocking, absolute jokers take your reputation more seriously!",negative,0
just mine sadly.. But yea the fly fi is awesome,positive,2
Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,positive,2
any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? Ive got an 8hr drive in snow if it is,neutral,1
when will you have flight from DAL to PVD?,neutral,1
will you be issuing a travel advisory for CLT for Thursday? A significant snow storm is in the way Wednesday night.,neutral,1
Ive tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.,negative,0
Took a flight yesterday fron TPADFWAUS. Bag went to IAH. Today bag went to IAHDFW and then back to IAH. Still no bag!,negative,0
Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess Im stuck,negative,0
KUDOS to your phone support and Charlotte gate staff!,positive,2
"it seems I never received an ID, just a password.",negative,0
Have had a companion pass for a few years and my wife and I use it all the time. Thanks #southwest for making travel easy!,positive,2
BlueManity brought tears to my eyes. JetBlue s commitment to giving back to the crewmembers and the community is aww inspiring!,positive,2
Cant leave the Tarmac ..uniteds gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,negative,0
"well, the last update was in the right direction, at least! Ill keep my fingers crossed.",positive,2
telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!,negative,0
thought u merged but #USAirways sucks #worstever,negative,0
thanks for leaving our 3 year old in his own row flight 360 LAXIAD,positive,2
"virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w nothing but empty cabin space on board",negative,0
"Thats right! Game, set, match.",neutral,1
wish I can afford to fly with you next Friday going back home.. love everything about your airline,positive,2
Whats up with flight 4464 Ft myers to milwaukee???,neutral,1
"Im beyond confused here. why would you offer an earlier flight?? when they Cancelled Flightled 2222, I asked for TUES. please fix!",negative,0
that is actually not true! You can get a seat online after a big hassle. That policy is totally dishonest and misleading. #FAA,negative,0
thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,positive,2
lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent,negative,0
hotspot free WiFi makes me happy. #jfk #itsthelittlethings,positive,2
"I already landed! But, if you still care it was 1891. Thanks for the help though!, do you k ow what caused the failure?",neutral,1
Why cant I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover amp I am stuck outside sec,negative,0
United can you help me get from IAH to SFO earlier tonight?,neutral,1
not sure I can trust a statement with that many small numbers above words.,negative,0
possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics,negative,0
.... Ive been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous,negative,0
KyleJudah new stroller. The travel credit doesnt help cover the cost of a new stroller. Your crew ruined it and therefore should,negative,0
robertsamps1,neutral,1
Checking tracing information. You got 2 numbers wrong in my phone number amp how did a turquoise duffle bag become a black laptop bag?,negative,0
Will do. Appreciate the replies though.,positive,2
its done. If you do something to make up for it Ill tweet that too.,neutral,1
On hold for 20 mins and then used the call back service only to have an agent call me and put me on hold foreveranyone there?,negative,0
two Cancelled Flightled LGA flights. Both by Delta took off. Looks like I have a new carrier Delta!,negative,0
"you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! flight #4229",negative,0
there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW why? 2 hour delay,negative,0
Been stuck for 40 minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund,negative,0
Only water on flight 763 to DCA? This is the first time Ive ever seen this happen. #ExecutivePlatinumMeansNothing #IWantCoffee,negative,0
... horrible wait time on 4348 to get a gate ..shows total miss management . Value customer time and respect thier sentiment,negative,0
"americanair hi, you Cancelled Flightled our flight back to the US and now wont take our call. What are we supposed to do?",negative,0
my flight is delayed so I missed my connecting flight. Stuck in Philadelphia over night and no hotel voucher? Thanks for nothing,negative,0
nope. no case id either time.,neutral,1
about time! Thank you!,positive,2
flying lax to Sfo and system wont let me check in. Your site tells me to do it through AirCanada and they tell me through you.,negative,0
"after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.",negative,0
"yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",negative,0
you sure missed the mark on tonights redeye from LAX to Chicago. What a mess! You can do better!,negative,0
"Ps, I was right.",neutral,1
told me I deserved to be delayed because I booked the last flight and then I hear the only inconvience is missing your flight,negative,0
Ive applied more then once to be a member of the #inflight crew team...Im 100 interested. #flightattendant #dreampath G,positive,2
"how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site, phone and agents took 1h to rebook",negative,0
TSA. When I tried to check in the things Ive bought your people told me it was Late Flight to do it. So... I want my things back,negative,0
thanks for reFlight Booking Problems me on a flight and then leaving my luggage in NYC. Unbelievable.,negative,0
"has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled.",negative,0
go bankrupt again and transfer all of your assets to LUV. That would be great.,negative,0
UA276 sitting at EWR nearly an hour after sked. Pilot says computers down but no clue when we will leave. Can you help?,negative,0
Just left there Friday!,neutral,1
if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?,neutral,1
suggestion shades on the windows KCIAirport so travelers wont have to watch ur luggage handlers throwing their bags around,negative,0
what happened?? We didnt get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone,negative,0
why do you want me to be loyal if dont let me carry on my bag that easily fits in overhead,negative,0
waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL,negative,0
DM ed u the request num,neutral,1
denied me standby bc of checked bag in cvg 5163 to Phl 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,negative,0
